t,u,v,w,cor_u,cor_v,cor_w
0.02,0.0333,-0.0156,-0.01205,95.0,82.0,80.0
0.03,0.0363,-0.0040999999999999995,-0.01205,82.5,80.0,80.0
0.04,0.0363,-0.0040999999999999995,-0.01205,82.5,80.0,80.0
0.05,0.0363,-0.0040999999999999995,-0.01205,82.5,80.0,80.0
0.06,0.0363,-0.0040999999999999995,-0.01205,82.5,80.0,80.0
0.07,0.0363,-0.0040999999999999995,-0.01205,82.5,80.0,80.0
0.08,0.0363,-0.0040999999999999995,-0.01205,82.5,80.0,80.0
0.09,0.0393,0.0074,-0.01205,70.0,78.0,80.0
0.1,0.035750000000000004,0.0074,-0.01205,71.0,72.0,80.0
0.11,0.035750000000000004,-0.023649999999999997,-0.01205,71.0,74.0,80.0
0.12,0.035750000000000004,-0.023649999999999997,-0.01205,71.0,74.0,80.0
0.13,0.0322,-0.0547,-0.01205,72.0,76.0,80.0
0.14,-0.0028,-0.03285,-0.01205,75.0,78.5,80.0
0.15,-0.0053,-0.011,-0.01205,73.0,81.0,80.0
0.16,-0.019549999999999998,0.0432,-0.01205,83.5,77.0,80.0
0.17,-0.019549999999999998,0.010900000000000002,-0.01205,83.5,74.5,80.0
0.18,-0.019549999999999998,-0.0214,-0.01205,83.5,72.0,80.0
0.19,-0.019549999999999998,-0.0132,-0.01205,83.5,76.0,80.0
0.2,-0.019549999999999998,-0.0152,-0.01205,83.5,77.0,80.0
0.21,-0.019549999999999998,-0.0172,-0.01205,83.5,78.0,80.0
0.22,-0.0338,-0.017,-0.010925,94.0,90.0,78.0
0.23,0.0263,-0.0099,-0.010925,77.0,92.5,78.0
0.24,0.0218,-0.0099,-0.010925,75.0,92.5,78.0
0.25,0.0218,-0.0099,-0.010925,75.0,92.5,78.0
0.26,0.0218,-0.0099,-0.0098,75.0,92.5,76.0
0.27,0.0173,-0.0099,-0.014975,73.0,92.5,77.0
0.28,-0.010549999999999999,-0.0099,-0.014975,75.0,92.5,77.0
0.29,-0.010549999999999999,-0.0099,-0.014975,75.0,92.5,77.0
0.3,-0.010549999999999999,-0.0099,-0.014975,75.0,92.5,77.0
0.31,-0.010549999999999999,-0.0099,-0.014975,75.0,92.5,77.0
0.32,-0.0384,-0.0099,-0.014975,77.0,92.5,77.0
0.33,-0.0184,-0.0099,-0.014975,74.0,92.5,77.0
0.34,-0.0184,-0.0099,-0.014975,74.0,92.5,77.0
0.35,0.0016,-0.0099,-0.014975,71.0,92.5,77.0
0.36,0.02895,-0.0099,-0.014975,71.0,92.5,77.0
0.37,0.02895,-0.0099,-0.014975,71.0,92.5,77.0
0.38,0.0563,-0.0099,-0.014975,71.0,92.5,77.0
0.39,0.022400000000000003,-0.0099,-0.014975,75.5,92.5,77.0
0.4,0.022400000000000003,-0.0099,-0.014975,75.5,92.5,77.0
0.41,0.022400000000000003,-0.0099,-0.014975,75.5,92.5,77.0
0.42,0.022400000000000003,-0.0099,-0.014975,75.5,92.5,77.0
0.43,0.022400000000000003,-0.0099,-0.014975,75.5,92.5,77.0
0.44,0.022400000000000003,-0.0099,-0.014975,75.5,92.5,77.0
0.45,0.022400000000000003,-0.0099,-0.014975,75.5,92.5,77.0
0.46,0.022400000000000003,-0.0099,-0.014975,75.5,92.5,77.0
0.47,0.022400000000000003,-0.0099,-0.014975,75.5,92.5,77.0
0.48,0.022400000000000003,-0.0099,-0.014975,75.5,92.5,77.0
0.49,0.022400000000000003,-0.0099,-0.02015,75.5,92.5,78.0
0.5,-0.0115,-0.0099,-0.020775000000000002,80.0,92.5,75.0
0.51,-0.0025,-0.0099,-0.020775000000000002,78.0,92.5,75.0
0.52,-0.0025,-0.0028,-0.0214,78.0,95.0,72.0
0.53,-0.0025,0.0023,-0.0156,78.0,83.5,71.5
0.54,-0.0025,0.0074,-0.0156,78.0,72.0,71.5
0.55,-0.0025,-0.0257,-0.0156,78.0,74.5,71.5
0.56,-0.0025,-0.0588,-0.0156,78.0,77.0,71.5
0.57,-0.0025,-0.0068,-0.0156,78.0,70.0,71.5
0.58,-0.0025,0.0036,-0.0156,78.0,71.0,71.5
0.59,0.0065,-0.003,-0.0156,76.0,81.0,71.5
0.6,-0.01455,-0.003,-0.0156,73.0,74.0,71.5
0.61,-0.01455,0.00025,-0.0156,73.0,74.5,71.5
0.62,-0.01455,0.00025,-0.0156,73.0,74.5,71.5
0.63,-0.01455,0.00025,-0.0156,73.0,74.5,71.5
0.64,-0.01455,0.00025,-0.0156,73.0,74.5,71.5
0.65,-0.01455,0.00025,-0.0156,73.0,74.5,71.5
0.66,-0.01455,0.0035,-0.0156,73.0,75.0,71.5
0.67,-0.01455,-0.0209,-0.0156,73.0,78.0,71.5
0.68,-0.01455,-0.0209,-0.0156,73.0,78.0,71.5
0.69,-0.01455,-0.0209,-0.0156,73.0,78.0,71.5
0.7,-0.01455,-0.0209,-0.0156,73.0,78.0,71.5
0.71,-0.01455,-0.0209,-0.0156,73.0,78.0,71.5
0.72,-0.01455,-0.0209,-0.0156,73.0,78.0,71.5
0.73,-0.01455,-0.0209,-0.0156,73.0,78.0,71.5
0.74,-0.01455,-0.0209,-0.0156,73.0,78.0,71.5
0.75,-0.01455,-0.0209,-0.0156,73.0,78.0,71.5
0.76,-0.01455,-0.0209,-0.0156,73.0,78.0,71.5
0.77,-0.01455,-0.0453,-0.0156,73.0,81.0,71.5
0.78,-0.01455,-0.045,-0.0156,73.0,74.0,71.5
0.79,-0.0356,-0.0482,-0.0156,70.0,76.0,71.5
0.8,-0.0237,-0.0482,-0.0156,74.0,76.0,71.5
0.81,-0.0237,-0.0482,-0.0156,74.0,76.0,71.5
0.82,-0.0237,-0.0482,-0.0156,74.0,76.0,71.5
0.83,-0.0237,-0.0514,-0.0156,74.0,78.0,71.5
0.84,-0.0237,-0.02385,-0.0156,74.0,83.0,71.5
0.85,-0.0237,-0.02385,-0.0156,74.0,83.0,71.5
0.86,-0.0237,-0.02385,-0.0156,74.0,83.0,71.5
0.87,-0.0237,-0.02385,-0.0156,74.0,83.0,71.5
0.88,-0.0237,-0.02385,-0.0156,74.0,83.0,71.5
0.89,-0.0237,0.0037,-0.0098,74.0,88.0,71.0
0.9,-0.0237,0.01175,-0.024599999999999997,74.0,84.0,78.5
0.91,-0.0237,0.01175,-0.024599999999999997,74.0,84.0,78.5
0.92,-0.0237,0.01175,-0.024599999999999997,74.0,84.0,78.5
0.93,-0.0237,0.01175,-0.024599999999999997,74.0,84.0,78.5
0.94,-0.0237,0.01175,-0.024599999999999997,74.0,84.0,78.5
0.95,-0.0237,0.01175,-0.024599999999999997,74.0,84.0,78.5
0.96,-0.0237,0.01175,-0.024599999999999997,74.0,84.0,78.5
0.97,-0.0237,0.01175,-0.024599999999999997,74.0,84.0,78.5
0.98,-0.0237,0.01175,-0.024599999999999997,74.0,84.0,78.5
0.99,-0.0237,0.01175,-0.024599999999999997,74.0,84.0,78.5
1.0,-0.0237,0.01175,-0.024599999999999997,74.0,84.0,78.5
1.01,-0.0237,0.0198,-0.024599999999999997,74.0,80.0,78.5
1.02,-0.0118,0.005900000000000001,-0.024599999999999997,78.0,77.0,78.5
1.03,-0.0049,0.005900000000000001,-0.024599999999999997,79.0,77.0,78.5
1.04,-0.0049,0.005900000000000001,-0.024599999999999997,79.0,77.0,78.5
1.05,-0.0049,0.005900000000000001,-0.024599999999999997,79.0,77.0,78.5
1.06,-0.0049,0.005900000000000001,-0.024599999999999997,79.0,77.0,78.5
1.07,-0.0049,-0.008,-0.024599999999999997,79.0,74.0,78.5
1.08,-0.0049,0.00855,-0.024599999999999997,79.0,79.0,78.5
1.09,0.002,0.0251,-0.0394,80.0,84.0,86.0
1.1,0.0138,0.03675,-0.0358,79.0,77.0,79.0
1.11,0.0232,0.03675,-0.0358,75.0,77.0,79.0
1.12,0.0232,0.03675,-0.0358,75.0,77.0,79.0
1.13,0.0232,0.03675,-0.0358,75.0,77.0,79.0
1.14,0.0232,0.03675,-0.0358,75.0,77.0,79.0
1.15,0.0232,0.03675,-0.0358,75.0,77.0,79.0
1.16,0.0232,0.03675,-0.0358,75.0,77.0,79.0
1.17,0.0232,0.03675,-0.0358,75.0,77.0,79.0
1.18,0.0232,0.03675,-0.0358,75.0,77.0,79.0
1.19,0.0232,0.03675,-0.0358,75.0,77.0,79.0
1.2,0.0232,0.03675,-0.0358,75.0,77.0,79.0
1.21,0.0232,0.03675,-0.0358,75.0,77.0,79.0
1.22,0.0232,0.03675,-0.0358,75.0,77.0,79.0
1.23,0.0326,0.03675,-0.0358,71.0,77.0,79.0
1.24,0.029449999999999997,0.03675,-0.0358,73.5,77.0,79.0
1.25,0.029449999999999997,0.03675,-0.0358,73.5,77.0,79.0
1.26,0.0263,0.03675,-0.0358,76.0,77.0,79.0
1.27,0.0317,0.03675,-0.0358,79.0,77.0,79.0
1.28,0.0317,0.03675,-0.0358,79.0,77.0,79.0
1.29,0.0317,0.0484,-0.0358,79.0,70.0,79.0
1.3,0.0371,0.0446,-0.0358,82.0,72.0,79.0
1.31,-0.014250000000000002,0.0446,-0.0358,76.0,72.0,79.0
1.32,-0.014250000000000002,0.0446,-0.0358,76.0,72.0,79.0
1.33,-0.014250000000000002,0.0446,-0.0358,76.0,72.0,79.0
1.34,-0.0656,0.0408,-0.0358,70.0,74.0,79.0
1.35,-0.028550000000000002,0.0040500000000000015,-0.0358,72.5,75.0,79.0
1.36,-0.028550000000000002,0.0040500000000000015,-0.0358,72.5,75.0,79.0
1.37,-0.028550000000000002,-0.0327,-0.0358,72.5,76.0,79.0
1.38,-0.028550000000000002,-0.02675,-0.0358,72.5,73.5,79.0
1.39,-0.028550000000000002,-0.0208,-0.0358,72.5,71.0,79.0
1.4,-0.028550000000000002,-0.02855,-0.0358,72.5,75.0,79.0
1.41,-0.028550000000000002,-0.02855,-0.0358,72.5,75.0,79.0
1.42,-0.028550000000000002,-0.02855,-0.0322,72.5,75.0,72.0
1.43,-0.028550000000000002,-0.02855,-0.01315,72.5,75.0,73.0
1.44,-0.028550000000000002,-0.02855,-0.01315,72.5,75.0,73.0
1.45,-0.028550000000000002,-0.02855,-0.01315,72.5,75.0,73.0
1.46,-0.028550000000000002,-0.02855,-0.01315,72.5,75.0,73.0
1.47,-0.028550000000000002,-0.0363,-0.01315,72.5,79.0,73.0
1.48,-0.028550000000000002,-0.04045,-0.01315,72.5,79.5,73.0
1.49,-0.028550000000000002,-0.0446,-0.01315,72.5,80.0,73.0
1.5,-0.028550000000000002,-0.04185,-0.01315,72.5,79.0,73.0
1.51,-0.028550000000000002,-0.04185,-0.01315,72.5,79.0,73.0
1.52,-0.028550000000000002,-0.04185,-0.01315,72.5,79.0,73.0
1.53,-0.028550000000000002,-0.04185,-0.01315,72.5,79.0,73.0
1.54,-0.028550000000000002,-0.0391,-0.01315,72.5,78.0,73.0
1.55,-0.028550000000000002,-0.0233,-0.01315,72.5,81.0,73.0
1.56,-0.028550000000000002,-0.0233,-0.01315,72.5,96.0,73.0
1.57,-0.028550000000000002,-0.06055,-0.01315,72.5,94.0,73.0
1.58,-0.028550000000000002,-0.06055,-0.01315,72.5,94.0,73.0
1.59,-0.028550000000000002,-0.06055,-0.01315,72.5,94.0,73.0
1.6,-0.028550000000000002,-0.06055,-0.01315,72.5,94.0,73.0
1.61,-0.028550000000000002,-0.06055,-0.01315,72.5,94.0,73.0
1.62,0.0085,-0.06055,-0.01315,75.0,94.0,73.0
1.63,0.0199,-0.06055,-0.01315,79.0,94.0,73.0
1.64,0.0199,-0.06055,-0.01315,79.0,94.0,73.0
1.65,0.0199,-0.06055,-0.01315,79.0,94.0,73.0
1.66,0.0199,-0.06055,-0.01315,79.0,94.0,73.0
1.67,0.0199,-0.06055,-0.01315,79.0,94.0,73.0
1.68,0.0199,-0.06055,-0.01315,79.0,94.0,73.0
1.69,0.0199,-0.06055,-0.01315,79.0,94.0,73.0
1.7,0.0199,-0.06055,-0.01315,79.0,94.0,73.0
1.71,0.0199,-0.06055,-0.01315,79.0,94.0,73.0
1.72,0.0199,-0.0978,-0.01315,79.0,92.0,73.0
1.73,0.0199,-0.0415,-0.01315,79.0,82.0,73.0
1.74,0.0313,-0.0836,-0.01315,83.0,74.0,73.0
1.75,-0.0009499999999999995,-0.1257,0.0059,77.5,73.0,74.0
1.76,-0.0009499999999999995,-0.08715,-0.006225000000000001,77.5,72.5,75.0
1.77,-0.0009499999999999995,-0.0486,-0.006225000000000001,77.5,72.0,75.0
1.78,-0.0332,-0.01825,-0.006225000000000001,72.0,80.5,75.0
1.79,-0.028900000000000002,-0.01825,-0.006225000000000001,75.5,80.5,75.0
1.8,-0.028900000000000002,-0.01825,-0.006225000000000001,75.5,80.5,75.0
1.81,-0.028900000000000002,-0.01825,-0.006225000000000001,75.5,80.5,75.0
1.82,-0.0246,-0.01825,-0.006225000000000001,79.0,80.5,75.0
1.83,-0.0329,-0.01825,-0.006225000000000001,83.0,80.5,75.0
1.84,-0.0329,-0.01825,-0.006225000000000001,83.0,80.5,75.0
1.85,-0.0329,-0.01825,-0.006225000000000001,83.0,80.5,75.0
1.86,-0.0329,-0.01825,-0.006225000000000001,83.0,80.5,75.0
1.87,-0.0329,-0.01825,-0.006225000000000001,83.0,80.5,75.0
1.88,-0.0329,-0.01825,-0.006225000000000001,83.0,80.5,75.0
1.89,-0.0329,-0.01825,-0.006225000000000001,83.0,80.5,75.0
1.9,-0.0329,-0.01825,-0.006225000000000001,83.0,80.5,75.0
1.91,-0.0329,-0.01825,-0.006225000000000001,83.0,80.5,75.0
1.92,-0.0329,-0.01825,-0.006225000000000001,83.0,80.5,75.0
1.93,-0.0329,0.0121,-0.006225000000000001,83.0,89.0,75.0
1.94,-0.0329,-0.00115,-0.006225000000000001,83.0,85.5,75.0
1.95,-0.0329,-0.00115,-0.006225000000000001,83.0,85.5,75.0
1.96,-0.0329,-0.0144,-0.006225000000000001,83.0,82.0,75.0
1.97,-0.0329,-0.014,-0.006225000000000001,83.0,81.0,75.0
1.98,-0.0329,-0.01295,-0.006225000000000001,83.0,78.5,75.0
1.99,-0.0329,-0.01295,-0.006225000000000001,83.0,78.5,75.0
2.0,-0.0329,-0.01295,-0.006225000000000001,83.0,78.5,75.0
2.01,-0.0329,-0.01295,-0.006225000000000001,83.0,78.5,75.0
2.02,-0.0329,-0.01295,-0.006225000000000001,83.0,78.5,75.0
2.03,-0.0329,-0.01295,-0.006225000000000001,83.0,78.5,75.0
2.04,-0.0329,-0.0119,-0.006225000000000001,83.0,76.0,75.0
2.05,-0.0329,-0.00915,-0.006225000000000001,83.0,81.0,75.0
2.06,-0.0329,-0.00915,-0.006225000000000001,83.0,81.0,75.0
2.07,-0.0412,-0.00915,-0.006225000000000001,87.0,81.0,75.0
2.08,-0.0493,-0.0064,-0.006225000000000001,74.0,86.0,75.0
2.09,-0.026949999999999998,-0.0064,-0.006225000000000001,81.0,72.0,75.0
2.1,-0.026949999999999998,-0.0026000000000000003,-0.006225000000000001,81.0,75.5,75.0
2.11,-0.026949999999999998,-0.0026000000000000003,-0.006225000000000001,81.0,75.5,75.0
2.12,-0.026949999999999998,-0.0026000000000000003,-0.006225000000000001,81.0,75.5,75.0
2.13,-0.026949999999999998,-0.0026000000000000003,-0.006225000000000001,81.0,75.5,75.0
2.14,-0.026949999999999998,-0.0026000000000000003,-0.006225000000000001,81.0,75.5,75.0
2.15,-0.026949999999999998,-0.0026000000000000003,-0.006225000000000001,81.0,75.5,75.0
2.16,-0.026949999999999998,-0.0026000000000000003,-0.006225000000000001,81.0,75.5,75.0
2.17,-0.0046,0.0012,-0.01835,88.0,79.0,76.0
2.18,0.0046,0.0004999999999999999,-0.017925000000000003,80.5,85.0,83.5
2.19,0.0046,-0.0002,-0.017925000000000003,80.5,91.0,83.5
2.2,0.0046,-0.021849999999999998,-0.017925000000000003,80.5,89.5,83.5
2.21,0.0046,-0.021849999999999998,-0.017925000000000003,80.5,89.5,83.5
2.22,0.0046,-0.021849999999999998,-0.017925000000000003,80.5,89.5,83.5
2.23,0.0046,-0.021849999999999998,-0.017925000000000003,80.5,89.5,83.5
2.24,0.0046,-0.021849999999999998,-0.017925000000000003,80.5,89.5,83.5
2.25,0.0138,-0.021849999999999998,-0.017925000000000003,73.0,89.5,83.5
2.26,-0.0664,-0.021849999999999998,-0.017925000000000003,78.0,89.5,83.5
2.27,-0.04775,-0.021849999999999998,-0.017925000000000003,76.5,89.5,83.5
2.28,-0.04775,-0.021849999999999998,-0.017925000000000003,76.5,89.5,83.5
2.29,-0.04775,-0.021849999999999998,-0.017925000000000003,76.5,89.5,83.5
2.3,-0.04775,-0.021849999999999998,-0.017925000000000003,76.5,89.5,83.5
2.31,-0.0291,-0.0435,-0.017925000000000003,75.0,88.0,83.5
2.32,-0.0306,-0.03035,-0.017925000000000003,83.5,80.5,83.5
2.33,-0.0306,-0.0172,-0.017925000000000003,83.5,73.0,83.5
2.34,-0.0306,-0.0066,-0.017925000000000003,83.5,73.0,83.5
2.35,-0.0306,0.004,-0.017925000000000003,83.5,73.0,83.5
2.36,-0.0306,0.01175,-0.017925000000000003,83.5,71.5,83.5
2.37,-0.0306,0.01175,-0.017925000000000003,83.5,71.5,83.5
2.38,-0.0306,0.0195,-0.017925000000000003,83.5,70.0,83.5
2.39,-0.0306,0.0089,-0.017925000000000003,83.5,70.5,83.5
2.4,-0.0306,0.0089,-0.017925000000000003,83.5,70.5,83.5
2.41,-0.0306,0.0089,-0.017925000000000003,83.5,70.5,83.5
2.42,-0.0306,0.0089,-0.017925000000000003,83.5,70.5,83.5
2.43,-0.0306,-0.0017,-0.017925000000000003,83.5,71.0,83.5
2.44,-0.0306,0.0048,-0.017925000000000003,83.5,81.5,83.5
2.45,-0.0306,0.0048,-0.017925000000000003,83.5,81.5,83.5
2.46,-0.0321,0.0113,-0.0175,92.0,92.0,91.0
2.47,-0.0288,0.015050000000000001,-0.014850000000000002,92.0,83.0,82.5
2.48,-0.02055,0.015050000000000001,-0.014850000000000002,83.5,83.0,82.5
2.49,-0.02055,0.015050000000000001,-0.014850000000000002,83.5,83.0,82.5
2.5,-0.02055,0.0188,-0.014850000000000002,83.5,74.0,82.5
2.51,-0.02055,-0.006799999999999999,-0.014850000000000002,83.5,72.5,82.5
2.52,-0.0123,-0.006799999999999999,-0.014850000000000002,75.0,72.5,82.5
2.53,-0.01585,-0.006799999999999999,-0.014850000000000002,74.0,72.5,82.5
2.54,-0.01585,-0.0324,-0.014850000000000002,74.0,71.0,82.5
2.55,-0.0194,-0.03955,-0.014850000000000002,73.0,75.0,82.5
2.56,-0.0275,-0.03955,-0.014850000000000002,78.5,75.0,82.5
2.57,-0.0356,-0.03955,-0.014850000000000002,84.0,75.0,82.5
2.58,-0.029,-0.03955,-0.014850000000000002,79.0,75.0,82.5
2.59,-0.0183,-0.03955,-0.014850000000000002,76.5,75.0,82.5
2.6,-0.0183,-0.03955,-0.014850000000000002,76.5,75.0,82.5
2.61,-0.0076,-0.03955,-0.014850000000000002,74.0,75.0,82.5
2.62,-0.0234,-0.03955,-0.014850000000000002,72.0,75.0,82.5
2.63,-0.0583,-0.03955,-0.014850000000000002,70.0,75.0,82.5
2.64,-0.03515,-0.03955,-0.014850000000000002,74.0,75.0,82.5
2.65,-0.03515,-0.03955,-0.014850000000000002,74.0,75.0,82.5
2.66,-0.03515,-0.03955,-0.014850000000000002,74.0,75.0,82.5
2.67,-0.03515,-0.03955,-0.014850000000000002,74.0,75.0,82.5
2.68,-0.03515,-0.03955,-0.014850000000000002,74.0,75.0,82.5
2.69,-0.03515,-0.03955,-0.014850000000000002,74.0,75.0,82.5
2.7,-0.03515,-0.03955,-0.014850000000000002,74.0,75.0,82.5
2.71,-0.03515,-0.0467,-0.014850000000000002,74.0,79.0,82.5
2.72,-0.012,-0.0135,-0.014850000000000002,78.0,82.0,82.5
2.73,-0.0113,-0.0135,-0.014850000000000002,86.0,80.0,82.5
2.74,-0.0208,-0.00535,-0.014850000000000002,89.0,79.0,82.5
2.75,-0.03845,-0.00535,-0.014850000000000002,82.5,79.0,82.5
2.76,-0.03845,-0.00535,-0.014850000000000002,82.5,79.0,82.5
2.77,-0.03845,-0.00535,-0.014850000000000002,82.5,79.0,82.5
2.78,-0.03845,-0.00535,-0.014850000000000002,82.5,79.0,82.5
2.79,-0.03845,-0.00535,-0.014850000000000002,82.5,79.0,82.5
2.8,-0.0561,-0.00535,-0.014850000000000002,76.0,79.0,82.5
2.81,-0.0607,-0.00535,-0.014850000000000002,80.0,79.0,82.5
2.82,0.0315,-0.00535,-0.014850000000000002,75.0,79.0,82.5
2.83,0.0013000000000000008,-0.00535,-0.014850000000000002,79.0,79.0,82.5
2.84,0.0013000000000000008,-0.00535,-0.014850000000000002,79.0,79.0,82.5
2.85,0.0013000000000000008,-0.00535,-0.014850000000000002,79.0,79.0,82.5
2.86,-0.0289,0.0028,-0.014850000000000002,83.0,78.0,82.5
2.87,-0.0433,0.00245,-0.014850000000000002,78.5,75.5,82.5
2.88,-0.0577,0.00245,-0.014850000000000002,74.0,75.5,82.5
2.89,-0.03945,0.00245,-0.014850000000000002,73.0,75.5,82.5
2.9,-0.03945,0.00245,-0.014850000000000002,73.0,75.5,82.5
2.91,-0.03945,0.00245,-0.014850000000000002,73.0,75.5,82.5
2.92,-0.03945,0.00245,-0.014850000000000002,73.0,75.5,82.5
2.93,-0.03945,0.00245,-0.014850000000000002,73.0,75.5,82.5
2.94,-0.03945,0.00245,-0.014850000000000002,73.0,75.5,82.5
2.95,-0.03945,0.00245,-0.014850000000000002,73.0,75.5,82.5
2.96,-0.0212,0.00245,-0.014850000000000002,72.0,75.5,82.5
2.97,-0.0217,0.00245,-0.014850000000000002,71.0,75.5,82.5
2.98,-0.01685,0.0021,-0.014850000000000002,74.0,73.0,82.5
2.99,-0.01685,0.00545,-0.014850000000000002,74.0,72.0,82.5
3.0,-0.01685,0.00545,-0.014850000000000002,74.0,72.0,82.5
3.01,-0.01685,0.00545,-0.014850000000000002,74.0,72.0,82.5
3.02,-0.01685,0.00545,-0.014850000000000002,74.0,72.0,82.5
3.03,-0.01685,0.00545,-0.014850000000000002,74.0,72.0,82.5
3.04,-0.012,0.00545,-0.014850000000000002,77.0,72.0,82.5
3.05,-0.0324,0.00545,-0.014850000000000002,83.0,72.0,82.5
3.06,-0.0138,0.00545,-0.014850000000000002,75.0,72.0,82.5
3.07,-0.0076,0.00545,-0.014850000000000002,75.0,72.0,82.5
3.08,-0.0014,0.00545,-0.014850000000000002,75.0,72.0,82.5
3.09,-0.0593,0.0088,-0.014850000000000002,72.0,71.0,82.5
3.1,-0.045399999999999996,0.0069500000000000004,-0.014850000000000002,78.5,72.5,82.5
3.11,-0.0315,0.0069500000000000004,-0.014850000000000002,85.0,72.5,82.5
3.12,-0.02015,0.0069500000000000004,-0.014850000000000002,84.5,72.5,82.5
3.13,-0.02015,0.0069500000000000004,-0.014850000000000002,84.5,72.5,82.5
3.14,-0.0088,0.0069500000000000004,-0.014850000000000002,84.0,72.5,82.5
3.15,-0.0168,0.0069500000000000004,-0.014850000000000002,77.5,72.5,82.5
3.16,-0.0168,0.0069500000000000004,-0.014850000000000002,77.5,72.5,82.5
3.17,-0.0248,0.0051,-0.014850000000000002,71.0,74.0,82.5
3.18,-0.02645,-0.00455,-0.014850000000000002,73.5,81.0,82.5
3.19,-0.02645,-0.00455,-0.014850000000000002,73.5,81.0,82.5
3.2,-0.02645,-0.00455,-0.014850000000000002,73.5,81.0,82.5
3.21,-0.02645,-0.00455,-0.014850000000000002,73.5,81.0,82.5
3.22,-0.02645,-0.00455,-0.014850000000000002,73.5,81.0,82.5
3.23,-0.02645,-0.00455,-0.014850000000000002,73.5,81.0,82.5
3.24,-0.02645,-0.0142,-0.014850000000000002,73.5,88.0,82.5
3.25,-0.02645,-0.029150000000000002,-0.014850000000000002,73.5,88.5,82.5
3.26,-0.02645,-0.029150000000000002,-0.014850000000000002,73.5,88.5,82.5
3.27,-0.02645,-0.029150000000000002,-0.014850000000000002,73.5,88.5,82.5
3.28,-0.0281,-0.029150000000000002,-0.014850000000000002,76.0,88.5,82.5
3.29,-0.0472,-0.0441,-0.014850000000000002,83.0,89.0,82.5
3.3,-0.0282,-0.03485,-0.014850000000000002,87.5,85.0,82.5
3.31,-0.0282,-0.03485,-0.0122,87.5,85.0,74.0
3.32,-0.0092,-0.0256,-0.0187,92.0,81.0,78.0
3.33,-0.026,0.0031000000000000003,-0.0187,82.0,87.5,78.0
3.34,-0.026,0.0031000000000000003,-0.0187,82.0,87.5,78.0
3.35,-0.026,0.0031000000000000003,-0.0187,82.0,87.5,78.0
3.36,-0.026,0.0031000000000000003,-0.0187,82.0,87.5,78.0
3.37,-0.026,0.0318,-0.0187,82.0,94.0,78.0
3.38,-0.026,0.0318,-0.0187,82.0,74.0,78.0
3.39,-0.0428,0.011100000000000002,-0.0187,72.0,81.0,78.0
3.4,-0.062200000000000005,0.011100000000000002,-0.0187,71.5,81.0,78.0
3.41,-0.062200000000000005,0.011100000000000002,-0.0187,71.5,81.0,78.0
3.42,-0.0816,0.011100000000000002,-0.0187,71.0,81.0,78.0
3.43,-0.0575,0.011100000000000002,-0.0187,78.0,81.0,78.0
3.44,-0.0575,-0.0096,-0.0252,78.0,88.0,82.0
3.45,-0.0334,-0.0145,-0.0252,85.0,83.0,73.0
3.46,-0.0297,0.0025499999999999993,-0.0292,74.0,77.5,79.0
3.47,-0.02385,0.0196,-0.0292,79.5,72.0,79.0
3.48,-0.02385,0.0138,-0.0292,79.5,71.0,79.0
3.49,-0.02385,0.0138,-0.0292,79.5,71.0,79.0
3.5,-0.02385,0.008,-0.0292,79.5,70.0,79.0
3.51,-0.018,0.008,-0.0292,85.0,71.0,79.0
3.52,-0.0624,-0.0055,-0.0292,71.0,75.0,79.0
3.53,-0.06265,-0.0055,-0.0292,76.0,75.0,79.0
3.54,-0.06265,-0.019,-0.0292,76.0,79.0,79.0
3.55,-0.0629,-0.0186,-0.0292,81.0,75.5,79.0
3.56,-0.054349999999999996,-0.0186,-0.0292,78.5,75.5,79.0
3.57,-0.054349999999999996,-0.0182,-0.0292,78.5,72.0,79.0
3.58,-0.054349999999999996,-0.03105,-0.0292,78.5,77.0,79.0
3.59,-0.054349999999999996,-0.03105,-0.0292,78.5,77.0,79.0
3.6,-0.0458,-0.03105,-0.0292,76.0,77.0,79.0
3.61,-0.0346,-0.03105,-0.0292,76.5,77.0,79.0
3.62,-0.0234,-0.03105,-0.0292,77.0,77.0,79.0
3.63,-0.00455,-0.03105,-0.0292,79.0,77.0,79.0
3.64,-0.00455,-0.03105,-0.0292,79.0,77.0,79.0
3.65,-0.00455,-0.03105,-0.0292,79.0,77.0,79.0
3.66,-0.00455,-0.0439,-0.0292,79.0,82.0,79.0
3.67,-0.00455,-0.0439,-0.0292,79.0,71.0,79.0
3.68,-0.00455,0.0030999999999999986,-0.0292,79.0,73.0,79.0
3.69,-0.00455,0.0030999999999999986,-0.0292,79.0,73.0,79.0
3.7,-0.00455,0.0030999999999999986,-0.0292,79.0,73.0,79.0
3.71,-0.00455,0.0030999999999999986,-0.0292,79.0,73.0,79.0
3.72,-0.00455,0.0501,-0.0292,79.0,75.0,79.0
3.73,-0.00455,0.0501,-0.0292,79.0,74.0,79.0
3.74,0.0143,0.0539,-0.0292,81.0,73.0,79.0
3.75,-0.00945,0.0539,-0.0292,76.0,73.0,79.0
3.76,-0.00945,0.0539,-0.0292,76.0,73.0,79.0
3.77,-0.00945,0.0539,-0.0292,76.0,73.0,79.0
3.78,-0.00945,0.0539,-0.0292,76.0,73.0,79.0
3.79,-0.00945,0.0539,-0.0292,76.0,73.0,79.0
3.8,-0.00945,0.0539,-0.0292,76.0,73.0,79.0
